SF, PWR, RSSI, Packet RSSI, SNR, send_time, rec_time, time_diff
12, 15, -98, -103, -22, 171627, 1716277320409, 1716277148782
12, 15, -100, -103, -20, 8564301352999107608, 1716277337146, -8564299636721770462
12, 15, -99, -101, -21, 1716274, 1716277345997, 1716275629723
12, 2, -102, -101, -22, 8564301352999107608, 1716277349291, -8564299636721758317
12, 150, -98, -102, -21, 8564301352999107608, 1716277353201, -8564299636721754407
143592, 2, -99, -102, -20, 8564301352999107608, 1716277356494, -8564299636721751114
143592, 2, -100, -101, -22, 8564301352999107608, 1716277360405, -8564299636721747203
12, 15, -104, -102, -20, 1716274426954, 1716277367610, 2940656
12, 2, -100, -101, -21, 8564301352999107608, 1716277376461, -8564299636721731147
143592, 2, -94, -101, -22, 8564301352999107608, 1716277414129, -8564299636721693479
143592, 2, -100, -101, -21, 8564301352999107608, 1716277445209, -8564299636721662399
12, 15, -100, -102, -20, 1716274506202, 1716277446857, 2940655
143592, 2, -100, -101, -21, 8564301352999107608, 1716277452414, -8564299636721655194
12, 2, -100, -101, -23, 8564301352999107608, 1716277466823, -8564299636721640785
0, 2, -100, -102, -22, 8564301352999107608, 1716277542159, -8564299636721565449
