SF,PWR,RSSI,Packet RSSI,SNR,send_time,rec_time,time_diff
7,2,-100,-36,10,1716290820978,1716285548351,-5272627
7,3,-99,-35,10,1716290821513,1716285548885,-5272628
7,4,-99,-34,10,1716290822047,1716285549420,-5272627
7,6,-97,-32,9,1716290823116,1716285550488,-5272628
7,7,-100,-31,9,1716290823650,1716285551023,-5272627
7,8,-94,-31,9,1716290824184,1716285551557,-5272627
7,9,-102,-30,9,1716290824719,1716285552091,-5272628
7,10,-103,-29,9,1716290825253,1716285552626,-5272627
7,11,-100,-28,10,1716290825787,1716285553160,-5272627
7,12,-99,-27,9,1716290826321,1716285553694,-5272627
7,13,-102,-27,10,1716290826856,1716285554229,-5272627
7,14,-100,-27,10,1716290827390,1716285554763,-5272627
7,15,-97,-26,9,1716290827924,1716285555297,-5272627
7,15,-18,-16,9,1716290828055,1716285555402,-5272653
7,15,-14,-17,9,1716290828055,1716285555469,-5272586
7,15,-98,-26,9,1716290828187,1716285555537,-5272650
7,15,-15,-16,10,1716290828318,1716285555665,-5272653
7,15,-14,-16,9,1716290828318,1716285555732,-5272586
7,15,-96,-26,9,1716290828450,1716285555799,-5272651
7,15,-16,-17,9,1716290828581,1716285555928,-5272653
7,15,-18,-17,9,1716290828581,1716285555995,-5272586
7,15,-102,-26,9,1716290828712,1716285556062,-5272650
7,15,-16,-17,9,1716290828844,1716285556191,-5272653
7,15,-16,-16,9,1716290828844,1716285556258,-5272586
7,15,-102,-27,9,1716290828975,1716285556324,-5272651
7,15,-14,-17,9,1716290829106,1716285556453,-5272653
7,15,-14,-17,9,1716290829106,1716285556521,-5272585
7,15,-102,-26,9,1716290829238,1716285556587,-5272651
7,15,-18,-16,9,1716290829369,1716285556716,-5272653
7,15,-18,-16,9,1716290829369,1716285556783,-5272586
7,15,-100,-26,8,1716290829501,1716285556850,-5272651
7,15,-14,-16,9,1716290829632,1716285556978,-5272654
7,15,-14,-16,9,1716290829632,1716285557046,-5272586
7,15,-98,-26,9,1716290829763,1716285557113,-5272650
7,15,-15,-16,9,1716290829895,1716285557242,-5272653
7,15,-15,-16,9,1716290829895,1716285557309,-5272586
7,15,-100,-27,9,1716290830026,1716285557376,-5272650
7,15,-16,-17,9,1716290830157,1716285557504,-5272653
7,15,-14,-16,9,1716290830157,1716285557572,-5272585
7,15,-99,-26,9,1716290830289,1716285557639,-5272650
7,15,-14,-16,9,1716290830420,1716285557766,-5272654
7,15,-16,-16,9,1716290830420,1716285557834,-5272586
7,15,-98,-26,9,1716290830551,1716285557901,-5272650
7,15,-15,-16,9,1716290830684,1716285558031,-5272653
7,15,-14,-16,9,1716290830684,1716285558097,-5272587
7,15,-100,-27,9,1716290830815,1716285558164,-5272651
7,15,-15,-16,9,1716290830947,1716285558294,-5272653
7,15,-14,-16,9,1716290830947,1716285558361,-5272586
7,15,-99,-26,9,1716290831078,1716285558428,-5272650
7,15,-16,-16,9,1716290831210,1716285558556,-5272654
7,15,-18,-17,9,1716290831210,1716285558623,-5272587
7,15,-102,-26,9,1716290831341,1716285558690,-5272651
7,15,-18,-16,9,1716290831472,1716285558819,-5272653
7,15,-18,-16,9,1716290831472,1716285558886,-5272586
7,15,-102,-26,8,1716290831604,1716285558953,-5272651
7,15,-18,-16,10,1716290831735,1716285559082,-5272653
7,15,-18,-16,9,1716290831735,1716285559149,-5272586
7,15,-102,-26,9,1716290831866,1716285559216,-5272650
7,15,-14,-17,9,1716290831998,1716285559344,-5272654
7,15,-14,-17,9,1716290831998,1716285559412,-5272586
7,15,-98,-26,9,1716290832129,1716285559479,-5272650
7,15,-14,-16,9,1716290832261,1716285559608,-5272653
7,15,-15,-16,9,1716290832261,1716285559679,-5272582
7,15,-100,-26,9,1716290832392,1716285559741,-5272651
7,15,-14,-16,9,1716290832523,1716285559871,-5272652
7,15,-15,-16,9,1716290832523,1716285559937,-5272586
7,15,-99,-26,9,1716290832655,1716285560004,-5272651
7,15,-14,-16,9,1716290832786,1716285560133,-5272653
7,15,-14,-16,9,1716290832786,1716285560199,-5272587
7,15,-98,-26,9,1716290832917,1716285560267,-5272650
7,15,-15,-16,9,1716290833049,1716285560396,-5272653
7,15,-16,-16,9,1716290833049,1716285560463,-5272586
7,15,-100,-26,9,1716290833180,1716285560529,-5272651
7,15,-14,-17,9,1716290833312,1716285560658,-5272654
7,15,-14,-17,9,1716290833312,1716285560726,-5272586
7,15,-100,-26,9,1716290833443,1716285560793,-5272650
7,15,-14,-16,9,1716290833574,1716285560921,-5272653
7,15,-15,-16,9,1716290833574,1716285560988,-5272586
7,15,-102,-26,9,1716290833706,1716285561055,-5272651
7,15,-14,-16,9,1716290833837,1716285561183,-5272654
7,15,-16,-16,9,1716290833837,1716285561251,-5272586
7,15,-100,-27,9,1716290833968,1716285561317,-5272651
7,15,-14,-16,10,1716290834100,1716285561447,-5272653
7,15,-20,-16,10,1716290834100,1716285561513,-5272587
7,15,-99,-26,9,1716290834231,1716285561580,-5272651
7,15,-14,-16,9,1716290834363,1716285561709,-5272654
7,15,-14,-16,9,1716290834363,1716285561777,-5272586
7,15,-102,-27,9,1716290834494,1716285561843,-5272651
7,15,-18,-17,9,1716290834625,1716285561972,-5272653
7,15,-18,-17,9,1716290834625,1716285562039,-5272586
7,15,-94,-26,9,1716290834757,1716285562106,-5272651
7,15,-18,-16,9,1716290834888,1716285562235,-5272653
7,15,-18,-16,9,1716290834888,1716285562302,-5272586
7,15,-104,-26,9,1716290835019,1716285562369,-5272650
7,15,-15,-16,10,1716290835151,1716285562497,-5272654
7,15,-14,-16,9,1716290835151,1716285562565,-5272586
7,15,-94,-26,9,1716290835282,1716285562632,-5272650
7,15,-16,-16,9,1716290835413,1716285562760,-5272653
7,15,-15,-16,9,1716290835413,1716285562827,-5272586
7,15,-100,-26,9,1716290835545,1716285562894,-5272651
7,15,-15,-17,9,1716290835676,1716285563023,-5272653
7,15,-15,-17,10,1716290835676,1716285563090,-5272586
7,15,-100,-26,9,1716290835808,1716285563157,-5272651
7,15,-15,-17,9,1716290835939,1716285563286,-5272653
7,15,-16,-17,9,1716290835939,1716285563353,-5272586
7,15,-100,-26,9,1716290836070,1716285563420,-5272650
7,15,-16,-16,10,1716290836202,1716285563548,-5272654
7,15,-14,-16,10,1716290836202,1716285563615,-5272587
