SF,PWR,RSSI,Packet RSSI,SNR,send_time,rec_time,time_diff
9,2,-101,-53,10,1716206679336,1716206679681,345
9,3,-100,-52,13,1716206680091,1716206680437,346
9,4,-103,-51,13,1716206680845,1716206681194,349
9,5,-103,-48,10,1716206681600,1716206681946,346
9,6,-102,-47,11,1716206682354,1716206682702,348
9,7,-100,-48,13,1716206683108,1716206683454,346
9,8,-100,-45,13,1716206683862,1716206684210,348
9,9,-105,-46,13,1716206684616,1716206684965,349
9,10,-103,-44,13,1716206685370,1716206685720,350
9,11,-101,-44,11,1716206686124,1716206686474,350
9,12,-99,-43,10,1716206686879,1716206687227,348
9,13,-102,-42,10,1716206687633,1716206687981,348
9,14,-102,-42,13,1716206688387,1716206688737,350
9,15,-100,-43,13,1716206689142,1716206689492,350
9,15,-29,-33,13,1716206689494,1716206689741,247
9,15,-30,-33,13,1716206689846,1716206689966,120
9,15,-100,-42,13,1716206689846,1716206690195,349
9,15,-54,-32,13,1716206690198,1716206690444,246
9,15,-29,-32,13,1716206690549,1716206690671,122
9,15,-101,-41,13,1716206690549,1716206690898,349
9,15,-32,-33,13,1716206690901,1716206691146,245
9,15,-33,-32,14,1716206691253,1716206691373,120
9,15,-100,-41,13,1716206691253,1716206691601,348
9,15,-29,-32,13,1716206691605,1716206691852,247
9,15,-29,-32,13,1716206691957,1716206692078,121
9,15,-101,-41,13,1716206691957,1716206692306,349
9,15,-29,-32,13,1716206692309,1716206692556,247
9,15,-29,-31,13,1716206692661,1716206692783,122
9,15,-101,-41,13,1716206692661,1716206693009,348
9,15,-29,-32,13,1716206693013,1716206693260,247
9,15,-29,-31,13,1716206693364,1716206693486,122
9,15,-103,-40,13,1716206693364,1716206693713,349
9,15,-31,-32,13,1716206693715,1716206693961,246
9,15,-30,-32,13,1716206694067,1716206694188,121
9,15,-100,-41,13,1716206694067,1716206694416,349
9,15,-29,-31,13,1716206694419,1716206694667,248
9,15,-29,-32,13,1716206694771,1716206694894,123
9,15,-109,-41,13,1716206694771,1716206695120,349
9,15,-29,-32,13,1716206695123,1716206695370,247
9,15,-29,-31,13,1716206695475,1716206695598,123
9,15,-103,-41,13,1716206695475,1716206695824,349
9,15,-29,-33,13,1716206695827,1716206696075,248
9,15,-28,-32,13,1716206696179,1716206696301,122
9,15,-104,-42,13,1716206696179,1716206696527,348
9,15,-29,-32,13,1716206696530,1716206696779,249
9,15,-29,-31,13,1716206696882,1716206697005,123
9,15,-101,-41,13,1716206696882,1716206697231,349
9,15,-29,-32,13,1716206697234,1716206697482,248
9,15,-28,-32,13,1716206697586,1716206697709,123
9,15,-101,-41,14,1716206697586,1716206697936,350
9,15,-28,-32,13,1716206697938,1716206698186,248
9,15,-33,-33,13,1716206698290,1716206698415,125
9,15,-103,-42,13,1716206698290,1716206698639,349
9,15,-29,-32,13,1716206698642,1716206698890,248
9,15,-29,-32,13,1716206698993,1716206699117,124
9,15,-101,-42,13,1716206698993,1716206699345,352
9,15,-29,-32,13,1716206699345,1716206699594,249
9,15,-29,-32,14,1716206699697,1716206699821,124
9,15,-98,-41,14,1716206699697,1716206700047,350
9,15,-29,-31,13,1716206700049,1716206700298,249
9,15,-29,-32,13,1716206700401,1716206700523,122
9,15,-103,-42,13,1716206700401,1716206700750,349
9,15,-31,-33,13,1716206700752,1716206701000,248
9,15,-29,-33,13,1716206701104,1716206701228,124
9,15,-103,-42,13,1716206701104,1716206701454,350
9,15,-29,-32,13,1716206701456,1716206701705,249
9,15,-29,-32,13,1716206701808,1716206701931,123
9,15,-101,-41,13,1716206701808,1716206702158,350
9,15,-29,-32,13,1716206702159,1716206702409,250
9,15,-34,-32,13,1716206702511,1716206702638,127
9,15,-100,-42,13,1716206702511,1716206702862,351
9,15,-29,-32,13,1716206702863,1716206703112,249
9,15,-29,-32,13,1716206703215,1716206703339,124
9,15,-100,-41,13,1716206703215,1716206703564,349
9,15,-29,-31,13,1716206703567,1716206703816,249
9,15,-30,-32,13,1716206703919,1716206704042,123
9,15,-100,-41,13,1716206703919,1716206704268,349
9,15,-30,-32,13,1716206704271,1716206704520,249
9,15,-29,-31,13,1716206704623,1716206704747,124
9,15,-100,-41,13,1716206704623,1716206704974,351
9,15,95,-31,13,1716206704975,1716206705224,249
9,15,-36,-31,13,1716206705327,1716206705453,126
9,15,-100,-40,13,1716206705327,1716206705677,350
9,15,-29,-31,13,1716206705678,1716206705929,251
9,15,-29,-32,13,1716206706030,1716206706155,125
9,15,-101,-41,13,1716206706030,1716206706381,351
9,15,-29,-32,13,1716206706382,1716206706633,251
9,15,-29,-32,13,1716206706734,1716206706859,125
9,15,-102,-42,13,1716206706734,1716206707085,351
9,15,-29,-32,13,1716206707086,1716206707336,250
9,15,-29,-33,13,1716206707437,1716206707563,126
9,15,-102,-42,13,1716206707437,1716206707790,353
9,15,-29,-32,13,1716206708140,1716206708265,125
9,15,-101,-41,13,1716206708140,1716206708493,353
9,15,-29,-32,13,1716206708843,1716206708969,126
9,15,-103,-42,13,1716206708843,1716206709195,352
9,15,-29,-31,13,1716206709545,1716206709672,127
9,15,-100,-41,13,1716206709545,1716206709897,352
9,15,34,-32,13,1716206710248,1716206710372,124
9,15,-28,-31,14,1716206710600,1716206710852,252
9,15,-28,-31,13,1716206710952,1716206711078,126
9,15,-100,-40,14,1716206710952,1716206711304,352
9,15,-28,-31,13,1716206711304,1716206711555,251
9,15,-29,-31,14,1716206711656,1716206711782,126
9,15,-102,-40,13,1716206711656,1716206712008,352
9,15,-28,-31,13,1716206712008,1716206712259,251
9,15,-28,-30,13,1716206712359,1716206712485,126
9,15,-102,-40,13,1716206712359,1716206712710,351
9,15,-29,-32,13,1716206712711,1716206712962,251
9,15,-28,-31,13,1716206713063,1716206713189,126
9,15,-100,-40,13,1716206713063,1716206713414,351
9,15,-29,-33,13,1716206713415,1716206713666,251
9,15,-30,-32,14,1716206713767,1716206713892,125
9,15,-102,-41,13,1716206713767,1716206714118,351
9,15,-28,-31,13,1716206714119,1716206714371,252
9,15,-29,-32,13,1716206714471,1716206714597,126
9,15,-100,-41,13,1716206714471,1716206714824,353
9,15,-28,-32,13,1716206714823,1716206715075,252
9,15,-29,-32,13,1716206715175,1716206715301,126
9,15,-101,-42,13,1716206715175,1716206715528,353
9,15,-29,-32,13,1716206715526,1716206715778,252
9,15,-29,-32,13,1716206715878,1716206716005,127
9,15,-102,-41,13,1716206715878,1716206716232,354
9,15,-29,-31,13,1716206716230,1716206716482,252
9,15,-32,-31,13,1716206716582,1716206716707,125
9,15,-101,-40,13,1716206716582,1716206716933,351
9,15,-29,-32,13,1716206716934,1716206717185,251
9,15,-29,-32,13,1716206717285,1716206717412,127
9,15,-100,-41,13,1716206717285,1716206717638,353
9,15,-14,-32,14,1716206717637,1716206717889,252
9,15,98,-32,13,1716206717989,1716206718115,126
9,15,-99,-40,13,1716206717989,1716206718343,354
9,15,-28,-33,13,1716206718341,1716206718593,252
9,15,-33,-32,13,1716206718693,1716206718818,125
9,15,-94,-41,13,1716206718693,1716206719045,352
9,15,-29,-33,13,1716206719045,1716206719297,252
9,15,-90,-32,13,1716206719397,1716206719523,126
9,15,-100,-41,13,1716206719397,1716206719749,352
9,15,-30,-33,13,1716206719749,1716206720000,251
9,15,-30,-32,13,1716206720101,1716206720227,126
9,15,-100,-41,13,1716206720101,1716206720453,352
9,15,-34,-33,13,1716206720453,1716206720703,250
9,15,-29,-33,13,1716206720805,1716206720931,126
9,15,-101,-42,13,1716206720805,1716206721159,354
9,15,-33,-32,13,1716206721156,1716206721407,251
9,15,-30,-32,13,1716206721508,1716206721634,126
9,15,-102,-41,13,1716206721508,1716206721860,352
9,15,-29,-33,13,1716206721861,1716206722114,253
9,15,-29,-33,13,1716206722217,1716206722342,125
9,15,-104,-42,13,1716206722217,1716206722569,352
9,15,-29,-32,13,1716206722569,1716206722823,254
9,15,-29,-32,13,1716206722921,1716206723049,128
9,15,-102,-41,13,1716206722921,1716206723275,354
