SF,PWR,RSSI,Packet RSSI,SNR,send_time,rec_time,time_diff
11,2,-99,-74,13,1716290510108,1716408060069,117549961
11,3,-100,-73,12,1716290511812,1716408061773,117549961
11,4,-101,-73,13,1716290513517,1716408063477,117549960
11,5,-100,-72,14,1716290515221,1716408065182,117549961
11,6,-101,-72,16,1716290516926,1716408066887,117549961
11,7,-101,-70,13,1716290518630,1716408068591,117549961
11,8,-100,-69,11,1716290520334,1716408070296,117549962
11,9,-102,-69,12,1716290522039,1716408072000,117549961
11,10,-103,-67,13,1716290523743,1716408073704,117549961
11,11,-100,-67,13,1716290525448,1716408075408,117549960
11,12,-100,-65,14,1716290527152,1716408077113,117549961
11,13,-102,-64,11,1716290528857,1716408078817,117549960
11,14,-100,-62,13,1716290530561,1716408080521,117549960
11,15,-62,-56,13,1716290532266,1716408082226,117549960
11,15,-100,-61,13,1716290533567,1716408083132,117549565
11,15,-61,-55,11,1716290534868,1716408084415,117549547
11,15,-61,-55,14,1716290536170,1716408085321,117549151
11,15,-60,-55,10,1716290536170,1716408086226,117550056
11,15,-99,-61,13,1716290537471,1716408087131,117549660
11,15,-59,-54,13,1716290538773,1716408088320,117549547
11,15,-61,-56,9,1716290540074,1716408089225,117549151
11,15,-62,-56,9,1716290540074,1716408090130,117550056
11,15,-100,-62,13,1716290541376,1716408091035,117549659
11,15,-61,-56,13,1716290542677,1716408092224,117549547
11,15,-61,-55,10,1716290543979,1716408093130,117549151
11,15,-63,-55,13,1716290543979,1716408094035,117550056
11,15,-99,-62,13,1716290545280,1716408094940,117549660
11,15,-58,-55,9,1716290546581,1716408096129,117549548
11,15,-63,-55,12,1716290547883,1716408097033,117549150
11,15,-62,-55,12,1716290547883,1716408097939,117550056
11,15,-96,-61,13,1716290549184,1716408098845,117549661
11,15,-59,-55,13,1716290550486,1716408100033,117549547
11,15,-62,-55,13,1716290551787,1716408100938,117549151
11,15,-59,-55,14,1716290551787,1716408101844,117550057
11,15,-102,-62,13,1716290553089,1716408102749,117549660
11,15,-62,-55,11,1716290554390,1716408103937,117549547
11,15,-63,-55,13,1716290555691,1716408104842,117549151
11,15,-62,-55,10,1716290555691,1716408105747,117550056
11,15,-100,-61,14,1716290556993,1716408106653,117549660
11,15,-63,-54,12,1716290558294,1716408107841,117549547
11,15,-61,-54,14,1716290559596,1716408108747,117549151
11,15,-63,-54,10,1716290559596,1716408109652,117550056
11,15,-101,-61,13,1716290560897,1716408110558,117549661
11,15,-63,-55,11,1716290562199,1716408111745,117549546
11,15,-59,-55,12,1716290563500,1716408112652,117549152
11,15,-61,-55,9,1716290563500,1716408113556,117550056
11,15,-100,-61,13,1716290564802,1716408114462,117549660
