SF, PWR, RSSI, Packet RSSI, SNR, send_time, rec_time, time_diff
12, 6, -97, -100, -15, 1716274351255, 1716281029156, 6677901
12, 7, -98, -100, -14, 1716274354059, 1716281031960, 6677901
12, 8, -102, -99, -19, 1716274356863, 1716281034765, 6677902
12, 9, -98, -100, -19, 1716274359668, 1716281037569, 6677901
12, 11, -100, -101, -15, 1716274365276, 1716281043177, 6677901
12, 12, -100, -100, -13, 1716274368081, 1716281045981, 6677900
12, 13, -99, -100, -16, 1716274370885, 1716281048786, 6677901
12, 14, -98, -100, -10, 1716274373690, 1716281051591, 6677901
12, 15, -99, -100, -13, 1716274381297, 1716281058371, 6677074
12, 2, -98, -100, -19, 8566711482487753752, 1716281063311, -8566709766206690441
12, 15, -96, -101, -18, 1716274395706, 1716281072779, 6677073
12, 2, -99, -101, -23, 8566711482487753752, 1716281076073, -8566709766206677679
12, 15, -100, -100, -20, 1716274407713, 1716281084924, 6677211
12, 15, -98, -101, -18, 1716274434129, 1716281110448, 6676319
12, 15, -98, -99, -11, 1716274436530, 1716281113741, 6677211
12, 15, -98, -100, -13, 1716274438932, 1716281116004, 6677072
12, 15, -98, -100, -15, 1716274441333, 1716281117653, 6676320
12, 2, -98, -100, -18, 8566711482487753752, 1716281123209, -8566709766206630543
12, 15, -98, -100, -15, 1716274448537, 1716281124857, 6676320
12, 2, -100, -101, -20, 8566711482487753752, 1716281127821, -8566709766206625931
12, 2, -99, -100, -20, 8566711482487753752, 1716281135353, -8566709766206618399
12, 15, -98, -101, -20, 171627, 1716281140912, 1716280969285
12, 15, -95, -100, -23, 1, 1716281153673, 1716281153672
12, 15, -98, -101, -21, 8566711482487753752, 1716281159231, -8566709766206594521
12, 2, -98, -100, -23, 8566711482487753752, 1716281175286, -8566709766206578466
12, 15, -100, -100, -16, 1716274508574, 1716281185784, 6677210
12, 15, -99, -100, -13, 1716274510975, 1716281188048, 6677073
12, 15, -99, -100, -13, 1716274513376, 1716281189695, 6676319
12, 15, -99, -100, -13, 1716274513376, 1716281191342, 6677966
12, 15, -99, -100, -14, 1716274515778, 1716281192988, 6677210
12, 15, -95, -101, -13, 1716274518179, 1716281195252, 6677073
12, 15, -98, -100, -13, 1716274520581, 1716281196899, 6676318
12, 15, -98, -100, -13, 1716274520581, 1716281198546, 6677965
12, 15, -96, -100, -13, 1716274522982, 1716281200193, 6677211
12, 15, -99, -100, -12, 1716274525384, 1716281202456, 6677072
12, 15, -100, -101, -17, 1716274527785, 1716281204103, 6676318
12, 15, -98, -99, -14, 1716274530186, 1716281207397, 6677211
12, 15, -99, -100, -11, 1716274532588, 1716281209661, 6677073
12, 15, -98, -100, -13, 1716274534989, 1716281211308, 6676319
12, 15, -96, -100, -16, 1716274534989, 1716281212955, 6677966
12, 15, -100, -100, -19, 1716274537391, 1716281214601, 6677210
12, 15, -98, -100, -19, 1716274539792, 1716281216866, 6677074
12, 15, -98, -100, -19, 1716274542194, 1716281218512, 6676318
12, 15, -99, -101, -18, 1716274546997, 1716281224068, 6677071
12, 2, -99, -100, -21, 8566711482487753752, 1716281227363, -8566709766206526389
12, 15, -97, -101, -19, 1716274556602, 1716281232921, 6676319
12, 15, -98, -101, -18, 1716274556602, 1716281234567, 6677965
12, 15, -97, -100, -18, 1716274559004, 1716281236215, 6677211
12, 15, -98, -100, -16, 1716274561405, 1716281238478, 6677073
12, 15, -98, -100, -15, 1716274563807, 1716281241772, 6677965
12, 15, -98, -100, -15, 1716274566208, 1716281243419, 6677211
12, 15, -98, -100, -17, 1716274568610, 1716281245683, 6677073
12, 15, -100, -100, -22, 1716274571011, 1716281248976, 6677965
12, 15, -101, -100, -18, 1716274578215, 1716281254534, 6676319
12, 11, -100, -100, -17, 1716274580617, 1716281257827, 6677210
12, 15, -101, -101, -15, 1716274583018, 1716281260091, 6677073
12, 15, -97, -100, -14, 1716274585420, 1716281263383, 6677963
12, 15, -99, -101, -16, 1716274587821, 1716281265032, 6677211
12, 15, -94, -99, -13, 1716274590223, 1716281267296, 6677073
12, 15, -96, -100, -17, 1716274592624, 1716281268942, 6676318
12, 15, -99, -101, -19, 1716274592624, 1716281270589, 6677965
12, 15, -98, -100, -14, 1716274595026, 1716281272236, 6677210
12, 15, -99, -101, -17, 1716274597427, 1716281274500, 6677073
12, 15, -99, -101, -17, 1716274599829, 1716281276147, 6676318
12, 15, -99, -101, -17, 1716274599829, 1716281277794, 6677965
12, 15, -99, -98, -15, 1716274604631, 1716281281704, 6677073
12, 15, -97, -101, -14, 1716274607033, 1716281283352, 6676319
12, 15, -99, -100, -15, 1716274607033, 1716281284998, 6677965
12, 15, -99, -101, -19, 1716274609434, 1716281286644, 6677210
12, 15, -100, -100, -16, 1716274611836, 1716281288908, 6677072
12, 15, -99, -100, -19, 1716274614237, 1716281290555, 6676318
11, 13, -100, -100, -16, 1716274640593, 1716281317323, 6676730
11, 14, -100, -100, -18, 1716274642297, 1716281319027, 6676730
11, 15, -98, -100, -17, 1716274644001, 1716281320732, 6676731
11, 15, -99, -100, -19, 1716274647905, 1716283081618, 8433713
11, 15, -100, -100, -18, 1716274651810, 1716283084615, 8432805
11, 2, -100, -100, -20, 8566711482487753752, 1716283086425, -8566709766204667327
11, 15, -96, -100, -21, 8566711482487753752, 1716283099326, -8566709766204654426
11, 15, -98, -100, -18, 17162746, 1716283107135, 1716265944389
11, 15, -98, -100, -16, 1716274675235, 1716283108040, 8432805
11, 15, -100, -100, -14, 1716274684345, 1716283117667, 8433322
11, 15, -98, -100, -14, 1716274685647, 1716283118855, 8433208
11, 15, -100, -100, -14, 1716274686948, 1716283119762, 8432814
11, 15, -96, -99, -14, 1716274686948, 1716283120669, 8433721
11, 15, -97, -99, -14, 1716274688249, 1716283121577, 8433328
11, 15, -98, -99, -15, 1716274689551, 1716283122764, 8433213
11, 15, -100, -99, -14, 1716274690852, 1716283124577, 8433725
11, 15, -99, -99, -16, 1716274692154, 1716283125484, 8433330
11, 15, -99, -100, -17, 1716274693455, 1716283126671, 8433216
11, 15, -98, -100, -17, 1716274694757, 1716283127578, 8432821
11, 15, -99, -99, -17, 1716274694757, 1716283128484, 8433727
11, 15, -98, -100, -17, 1716274696058, 1716283129390, 8433332
11, 15, -97, -100, -19, 1716274698661, 1716283131485, 8432824
11, 15, -104, -100, -17, 1716274698661, 1716283132390, 8433729
11, 15, -99, -99, -12, 1716274699962, 1716283133296, 8433334
11, 15, -96, -100, -14, 1716274701264, 1716283134485, 8433221
11, 15, -94, -100, -12, 1716274702565, 1716283135390, 8432825
11, 15, -96, -99, -19, 1716274706469, 1716283139294, 8432825
11, 15, -96, -100, -17, 1716274710374, 1716283144107, 8433733
11, 15, -99, -101, -14, 1716274714278, 1716283147106, 8432828
11, 15, -96, -101, -13, 1716274714278, 1716283148012, 8433734
11, 15, -97, -101, -12, 1716274715579, 1716283148918, 8433339
11, 15, -96, -100, -12, 1716274716881, 1716283150106, 8433225
11, 15, -99, -101, -13, 1716274718182, 1716283151012, 8432830
11, 15, -99, -100, -14, 1716274718182, 1716283151916, 8433734
11, 15, -94, -100, -14, 1716274719484, 1716283152823, 8433339
11, 15, -100, -101, -14, 1716274722087, 1716283155822, 8433735
11, 15, -98, -100, -16, 1716274723388, 1716283156728, 8433340
11, 2, -98, -100, -20, 8566711482487753752, 1716283163631, -8566709766204590121
11, 15, -98, -100, -16, 1716274732498, 1716283165724, 8433226
11, 15, -96, -100, -19, 1716274733799, 1716283166630, 8432831
11, 15, -96, -100, -17, 1716274745512, 1716283179260, 8433748
11, 15, -98, -100, -19, 1716274, 1716283201838, 1716281485564
11, 2, -97, -99, -21, 8566711482487753752, 1716283206654, -8566709766204547098
11, 2, -100, -100, -18, 8566711482487753752, 1716283222828, -8566709766204530924
10, 1, -99, -99, -18, 8566711482487753752, 1716283229542, -8566709766204524210
10, 15, -95, -100, -13, 1716274797373, 1716283230368, 8432995
10, 15, -98, -100, -14, 1716274798024, 1716283230846, 8432822
10, 15, -96, -99, -14, 1716274798675, 1716283231258, 8432583
10, 15, -96, -101, -12, 1716274798675, 1716283231670, 8432995
10, 15, -99, -100, -14, 1716274799327, 1716283232150, 8432823
10, 15, -99, -101, -17, 1716274799978, 1716283232974, 8432996
10, 15, -99, -100, -15, 1716274801281, 1716283233865, 8432584
10, 15, -99, -100, -14, 1716274801281, 1716283234279, 8432998
10, 15, -98, -101, -14, 1716274801933, 1716283234757, 8432824
10, 15, -100, -101, -15, 1716274802584, 1716283235170, 8432586
10, 15, -99, -99, -14, 1716274802584, 1716283235581, 8432997
10, 15, -100, -100, -13, 1716274803235, 1716283236061, 8432826
10, 15, -102, -101, -13, 1716274803887, 1716283236885, 8432998
10, 15, -98, -99, -13, 1716274804538, 1716283237365, 8432827
10, 15, -98, -100, -12, 1716274805190, 1716283237777, 8432587
10, 15, -99, -101, -12, 1716274805190, 1716283238189, 8432999
10, 15, -98, -100, -14, 1716274805841, 1716283238668, 8432827
10, 15, -98, -100, -12, 1716274806492, 1716283239493, 8433001
10, 15, -100, -101, -12, 1716274807144, 1716283239972, 8432828
10, 15, -100, -99, -12, 1716274807795, 1716283240386, 8432591
10, 15, -99, -100, -13, 1716274807795, 1716283240796, 8433001
10, 15, -99, -100, -13, 1716274808447, 1716283241276, 8432829
10, 15, -99, -100, -14, 1716274809098, 1716283241687, 8432589
10, 15, -102, -100, -12, 1716274809098, 1716283242100, 8433002
10, 15, -97, -100, -14, 1716274809749, 1716283242579, 8432830
10, 15, -98, -101, -13, 1716274810401, 1716283242991, 8432590
10, 15, -100, -100, -14, 1716274810401, 1716283243403, 8433002
10, 15, -99, -101, -12, 1716274811052, 1716283243882, 8432830
10, 15, -96, -100, -13, 1716274811704, 1716283244294, 8432590
10, 15, -98, -100, -14, 1716274811704, 1716283244707, 8433003
10, 15, -99, -99, -13, 1716274812355, 1716283245186, 8432831
10, 15, -102, -100, -14, 1716274813006, 1716283245598, 8432592
10, 15, -100, -100, -13, 1716274813006, 1716283246010, 8433004
10, 15, -99, -100, -14, 1716274813658, 1716283246489, 8432831
10, 15, -100, -100, -13, 1716274814309, 1716283246902, 8432593
10, 15, -96, -100, -14, 1716274814309, 1716283247314, 8433005
10, 15, -99, -100, -13, 1716274814961, 1716283247793, 8432832
10, 15, -99, -101, -14, 1716274815612, 1716283248205, 8432593
10, 15, -98, -100, -15, 1716274815612, 1716283248617, 8433005
10, 15, -100, -101, -13, 1716274816263, 1716283249097, 8432834
10, 15, -96, -100, -15, 1716274816915, 1716283249508, 8432593
10, 15, -100, -100, -15, 1716274817566, 1716283250402, 8432836
10, 15, -98, -100, -12, 1716274818218, 1716283250812, 8432594
10, 15, -98, -101, -14, 1716274818218, 1716283251224, 8433006
10, 15, -98, -100, -15, 1716274818869, 1716283251703, 8432834
10, 15, -98, -101, -14, 1716274819520, 1716283252115, 8432595
10, 15, -98, -100, -14, 1716274819520, 1716283252527, 8433007
10, 15, -99, -100, -12, 1716274820172, 1716283253007, 8432835
10, 15, -99, -100, -14, 1716274820823, 1716283253420, 8432597
10, 15, -98, -101, -12, 1716274820823, 1716283253831, 8433008
10, 15, -98, -99, -13, 1716274821475, 1716283254311, 8432836
10, 15, -100, -100, -13, 1716274822126, 1716283254723, 8432597
10, 15, -98, -101, -11, 1716274822126, 1716283255134, 8433008
10, 15, -98, -100, -13, 1716274822778, 1716283255614, 8432836
10, 15, -99, -101, -12, 1716274823429, 1716283256026, 8432597
10, 15, -99, -100, -15, 1716274823429, 1716283256438, 8433009
10, 15, -98, -102, -16, 1716274824080, 1716283256917, 8432837
10, 15, -96, -100, -16, 1716274824732, 1716283257330, 8432598
10, 15, -99, -100, -16, 1716274824732, 1716283257742, 8433010
10, 15, -100, -101, -15, 1716274825383, 1716283258221, 8432838
10, 15, -99, -101, -16, 1716274826035, 1716283259046, 8433011
10, 15, -99, -99, -15, 1716274827337, 1716283260349, 8433012
10, 15, -99, -101, -14, 1716274827989, 1716283260827, 8432838
10, 15, -98, -100, -13, 1716274828640, 1716283261240, 8432600
10, 15, -96, -100, -16, 1716274828640, 1716283261652, 8433012
10, 15, -98, -101, -14, 1716274829292, 1716283262131, 8432839
10, 15, -100, -99, -17, 1716274829943, 1716283262545, 8432602
10, 15, -97, -100, -14, 1716274829943, 1716283262956, 8433013
10, 15, -99, -100, -16, 1716274831246, 1716283263847, 8432601
10, 15, -97, -100, -14, 1716274831246, 1716283264258, 8433012
10, 15, -98, -100, -14, 1716274831897, 1716283264739, 8432842
10, 15, -98, -100, -18, 1716274834503, 1716283267345, 8432842
10, 15, -100, -100, -16, 1716274835154, 1716283267758, 8432604
10, 15, -99, -102, -16, 1716274836457, 1716283269061, 8432604
10, 15, -98, -100, -15, 1716274837760, 1716283270365, 8432605
10, 15, -99, -101, -15, 1716274837760, 1716283270777, 8433017
10, 15, -99, -100, -15, 1716274841017, 1716283273863, 8432846
10, 15, -98, -100, -17, 1716274841669, 1716283274275, 8432606
10, 15, -95, -101, -16, 1716274841669, 1716283274687, 8433018
10, 15, -98, -99, -17, 1716274844274, 1716283277294, 8433020
10, 15, -98, -100, -16, 1716274844926, 1716283277774, 8432848
10, 15, -101, -101, -15, 1716274845577, 1716283278185, 8432608
10, 15, -99, -100, -16, 1716274845577, 1716283278598, 8433021
10, 15, -95, -100, -16, 1716274847531, 1716283280381, 8432850
10, 15, -99, -99, -16, 1716274849486, 1716283282508, 8433022
10, 15, -100, -101, -15, 1716274850137, 1716283282987, 8432850
10, 15, -96, -100, -17, 8566711482487753752, 1716283284703, -8566709766204469049
10, 15, -99, -100, -17, 1716274852743, 1716283285595, 8432852
10, 2, -97, -99, -18, 8566711482487753752, 1716283287310, -8566709766204466442
